failed to scrap item,Rejuvenation Bead,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Ruby Crystal,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Sapphire Crystal,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Sheen,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Stopwatch,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Aegis of the Legion,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Aether Wisp,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Bami's Cinder,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Bandleglass Mirror,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Blighting Jewel,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Bramble Vest,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Caulfield's Warhammer,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Chain Vest,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Crystalline Bracer,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Executioner's Calling,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Fiendish Codex,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Forbidden Idol,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Frostfang,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Giant's Belt,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Glacial Buckler,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Harrowing Crescent,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Hearthbound Axe,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Hexdrinker,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Hextech Alternator,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Ironspike Whip,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Kindlegem,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Kircheis Shard,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Last Whisper,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Leeching Leer,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Lost Chapter,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Negatron Cloak,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Noonquiver,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Oblivion Orb,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Phage,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Quicksilver Sash,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Rageknife,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Recurve Bow,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Runesteel Spaulders,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Seeker's Armguard,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Serrated Dirk,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Spectre's Cowl,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Targon's Buckler,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Tiamat,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Vampiric Scepter,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Verdant Barrier,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Warden's Mail,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Watchful Wardstone,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Winged Moonplate,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Zeal,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Abyssal Mask,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Anathema's Chains,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Archangel's Staff,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Ardent Censer,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Axiom Arc,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Banshee's Veil,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Black Cleaver,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Black Mist Scythe,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Blade of the Ruined King,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Bloodthirster,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Bulwark of the Mountain,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Chempunk Chainsword,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Chemtech Putrifier,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Cosmic Drive,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Dead Man's Plate,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Death's Dance,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Demonic Embrace,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Edge of Night,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
failed to scrap item,Essence Reaver,Protocol error (Page.navigate): Cannot navigate to invalid URL,undefined
extracting itemData failed,Cull,ENOENT: no such file or directory. open './lol_scraper/data/items/Cull_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Cull_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Dark Seal,ENOENT: no such file or directory. open './lol_scraper/data/items/DarkSeal_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/DarkSeal_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Doran's Blade,ENOENT: no such file or directory. open './lol_scraper/data/items/Doran'sBlade_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Doran'sBlade_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Doran's Ring,ENOENT: no such file or directory. open './lol_scraper/data/items/Doran'sRing_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Doran'sRing_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Doran's Shield,ENOENT: no such file or directory. open './lol_scraper/data/items/Doran'sShield_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Doran'sShield_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Emberknife,ENOENT: no such file or directory. open './lol_scraper/data/items/Emberknife_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Emberknife_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Guardian's Blade,ENOENT: no such file or directory. open './lol_scraper/data/items/Guardian'sBlade_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Guardian'sBlade_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Guardian's Hammer,ENOENT: no such file or directory. open './lol_scraper/data/items/Guardian'sHammer_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Guardian'sHammer_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Guardian's Horn,ENOENT: no such file or directory. open './lol_scraper/data/items/Guardian'sHorn_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Guardian'sHorn_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Guardian's Orb,ENOENT: no such file or directory. open './lol_scraper/data/items/Guardian'sOrb_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Guardian'sOrb_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Hailblade,ENOENT: no such file or directory. open './lol_scraper/data/items/Hailblade_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Hailblade_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Obsidian Edge,ENOENT: no such file or directory. open './lol_scraper/data/items/ObsidianEdge_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/ObsidianEdge_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Relic Shield,ENOENT: no such file or directory. open './lol_scraper/data/items/RelicShield_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/RelicShield_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Spectral Sickle,ENOENT: no such file or directory. open './lol_scraper/data/items/SpectralSickle_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/SpectralSickle_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Spellthief's Edge,ENOENT: no such file or directory. open './lol_scraper/data/items/Spellthief'sEdge_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/Spellthief'sEdge_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Steel Shoulderguards,ENOENT: no such file or directory. open './lol_scraper/data/items/SteelShoulderguards_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/SteelShoulderguards_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Tear of the Goddess,ENOENT: no such file or directory. open './lol_scraper/data/items/TearoftheGoddess_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/TearoftheGoddess_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Control Ward,ENOENT: no such file or directory. open './lol_scraper/data/items/ControlWard_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/ControlWard_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Corrupting Potion,ENOENT: no such file or directory. open './lol_scraper/data/items/CorruptingPotion_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/CorruptingPotion_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Elixir of Iron,ENOENT: no such file or directory. open './lol_scraper/data/items/ElixirofIron_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/ElixirofIron_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Elixir of Sorcery,ENOENT: no such file or directory. open './lol_scraper/data/items/ElixirofSorcery_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/ElixirofSorcery_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Elixir of Wrath,ENOENT: no such file or directory. open './lol_scraper/data/items/ElixirofWrath_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/ElixirofWrath_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Health Potion,ENOENT: no such file or directory. open './lol_scraper/data/items/HealthPotion_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/HealthPotion_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Refillable Potion,ENOENT: no such file or directory. open './lol_scraper/data/items/RefillablePotion_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/RefillablePotion_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
extracting itemData failed,Farsight Alteration,ENOENT: no such file or directory. open './lol_scraper/data/items/FarsightAlteration_data.json',Error: ENOENT: no such file or directory, open './lol_scraper/data/items/FarsightAlteration_data.json'
    at Object.openSync (node:fs:586:3)
    at Object.readFileSync (node:fs:454:35)
    at Module.loadJSONData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/tools.js:25:22)
    at Module.exItems (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/items.js:22:30)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:98:35)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:76:1
